CANADA ENERGY REGULATOR - REGULATORY INSTRUMENTS REPORT - SEPTEMBER 2014 TO 30 SEPTEMBER 2019,,,,,,,,,,,,,,
File Number,"Regulatory 
Instrument 
Number",Issued To Company,"Board 
Item Identifier",,"Issued 
Date","Effective 
Date","Expire 
Date",Sunset Date,"Gic 
Approval 
Required","Sent To
Minister 
Date","Minister To 
Privy Council 
Office Date","Privy Council
Office Approval 
Number","Privy Council 
Office Approval 
Date","Reg Docs 
Number"
OF-Fac-Gas-A174-2018-02 01,ZO-A174-005-2019,"AltaGas Holdings Inc. for and 
on behalf of AltaGas Pipeline Partnership",,8/12/2019,8/12/2019,8/12/2019,8/12/2021,8/12/2021,No,,,,,C00959
OF-Fac-Gas-N081-2019-03 01,Letter,NOVA Gas Transmission Ltd.,190812.1,8/12/2019,8/12/2019,8/12/2019,,,No,,,,,C00954
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/12/2019,8/12/2019,8/12/2019,,,No,,,,,C00952
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,C00937
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,C00935
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,C00936
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,C00938
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,8/8/2019,8/9/2019,8/9/2019,,,No,,,,,C00905
OF-Fac-Oil-E101-2019-03 01,MO-037-2019,Enbridge Pipelines Inc.,190809.1,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,C00909
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/9/2019,8/9/2019,,,,No,,,,,C00934
OF-Fac-Oil-T260-2013-03 63,Letter,Trans Mountain Pipeline ULC,,8/9/2019,8/9/2019,8/9/2019,,,No,,,,,"C00916, C00918, C00922"
OF-Fac-Oil-K096-2018-01 01,OPLO-K096-006-2019,Kinder Morgan Utopia Ltd.,190808.1,8/8/2019,8/8/2019,8/8/2019,,,No,,,,,C00893
OF-Fac-Gas-T211-2019-02 01,Letter,TransCanada PipeLines Limited,190807.2,8/8/2019,8/8/2019,8/8/2019,,,No,,,,,C00888
OF-Fac-Oil-T260-2013-03 63,Letter,Trans Mountain Pipeline ULC,,8/8/2019,8/8/2019,8/8/2019,,,No,,,,,C00892
OF-EI-Gas-LNG-G424 01,GO-095-2019,"Gaz MÇtro GNL inc. Ö titre d'associÇe commanditÇe 
de Gaz MÇtro GNL, S.E.C.",190807.1,8/7/2019,8/7/2019,9/28/2019,9/27/2021,,No,,,,,C00864
OF-Fac-Oil-E101-2018-01 01,Letter,Enbridge Pipelines Inc.,190807.3,8/7/2019,8/7/2019,8/7/2019,,,No,,,,,C00874
OF-Fac-Gas-N081-2016-11 01,Letter,NOVA Gas Transmission Ltd.,190806.1,8/6/2019,8/6/2019,8/6/2019,,,No,,,,,C00847
OF-Fac-Oil-T260-2018-01 01,Letter,Trans Mountain Pipeline ULC,,8/6/2019,8/6/2019,8/6/2019,,,No,,,,,C00849
OF-Fac-Gas-V042-2019-01 01,Letter,Spartan Energy Corp.,190806.2,8/6/2019,8/6/2019,8/6/2019,,,No,,,,,C00844
OF-Tolls-Group1-M124-2019-01 01,TG-007-2019,Maritimes & Northeast Pipeline Management Ltd.,,8/1/2019,8/6/2019,8/6/2019,,,No,,,,,C00850
OF-Fac-Gas-T276-2017-01 01,Letter,Terra Energy Corp..,190802.1,8/2/2019,8/2/2019,8/2/2019,,,No,,,,,C00833
OF-Surv-EnfPrg-D081 01,Letter,DR Four Beat Energy Corp.,190802.2,8/2/2019,8/2/2019,8/2/2019,,,No,,,,,C00835
OF-Fac-IPL-M180-2015-01 03,Letter,"Manitoba Hydro-Electric Board - 
RÇgie de l'hydro-ÇlectricitÇ du Manitoba",,8/2/2019,8/2/2019,8/2/2019,8/12/2019,,No,,,,,C00836
OF-EI-Gas-GO-T281 01,GO-093-2019,"Twin Eagle Resource Management Canada, LLC",190801.2,8/1/2019,8/1/2019,9/1/2019,8/31/2021,,No,,,,,C00808
OF-EI-Gas-GO-T281 01,GO-094-2019,"Twin Eagle Resource Management Canada, LLC",190801.2,8/1/2019,8/1/2019,9/1/2019,8/31/2021,,No,,,,,C00808
OF-Fac-Gas-B258-2019-01 01,ZO-B258-004-2019,Bellatrix Exploration Ltd.,,7/23/2019,8/1/2019,8/1/2019,,,No,,,,,C00811
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/1/2019,8/1/2019,8/1/2019,,,No,,,,,C00821
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/1/2019,8/1/2019,8/1/2019,,,No,,,,,C00820
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/1/2019,8/1/2019,8/1/2019,,,No,,,,,C00819
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/1/2019,8/1/2019,8/1/2019,,,No,,,,,C00822
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,8/1/2019,8/1/2019,,,,No,,,,,C00822
OF-EI-Oil-ST-B285 01,ROE-202-2019,BitCrude Energy Marketing Corp.,190801.1,8/1/2019,8/1/2019,8/1/2019,12/31/2019,,No,,,,,C00806
OF-Fac-Gas-W102-2010-02 01,AO-002-XG-W102-002-2011,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190730.4,7/31/2019,7/31/2019,7/31/2019,,,No,,,,,C00790
OF-EI-Oil-ST-A773 01,ROE-201-2019,"Atlantic Trading & Marketing, Inc.",190731.3,7/31/2019,7/31/2019,7/31/2019,12/31/2019,,No,,,,,C00784
OF-Fac-Gas-M182-2019-01 01,MO-036-2019,Many Islands Pipe Lines (Canada) Limited,190731.2,7/31/2019,7/31/2019,7/31/2019,,,No,,,,,C00791
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,7/31/2019,7/31/2019,7/31/2019,,,No,,,,,C00793
OF-Surv-OpAud-T217-2019-2020 01,Letter,Trans-Northern Pipelines Inc.,190731.1,7/31/2019,7/31/2019,7/31/2019,,,No,,,,,
OF-Fac-Gas-N081-2017-22 01,Letter,NOVA Gas Transmission Ltd.,190730.3,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00770
OF-Fac-Gas-N081-2018-05 01,GPLO-N081-018-2019,NOVA Gas Transmission Ltd.,190730.2,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00771
OF-Fac-Gas-N081-2018-05 01,Letter,NOVA Gas Transmission Ltd.,190730.2,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00771
OF-Fac-Gas-C1002-2018-02 01,AO-003-XG-N085-041-2005,Prospera Energy Inc.,190626.2,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00773
OF-Fac-Gas-C1002-2018-02 01,AO-003-XG-N085-015-2006,Prospera Energy Inc.,190626.2,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00773
OF-Fac-Gas-C1002-2018-02 01,AO-002-MO-043-2018,Prospera Energy Inc.,190626.2,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00773
OF-Fac-Gas-M182-2019-03 01,Letter,Many Islands Pipe Lines (Canada) Limited,190730.1,7/30/2019,7/30/2019,7/30/2019,,,No,,,,,C00761
OF-Fac-IPL-M180-2015-01 02,Letter,"Manitoba Hydro-Electric Board - 
RÇgie de l'hydro-ÇlectricitÇ du Manitoba",,7/29/2019,7/29/2019,7/29/2019,,,No,,,,,C00748
OF-Fac-Gas-T211-2018-02 01,ZO-T211-003-2019,TransCanada PipeLines Limited,,7/18/2019,7/29/2019,7/29/2019,7/29/2021,7/29/2021,No,,,,,C00745
OF-Fac-Gas-N081-2019-08 01,Letter,NOVA Gas Transmission Ltd.,190729.1,7/29/2019,7/29/2019,7/29/2019,,,No,,,,,C00730
OF-Fac-Oil-G062-2018-01 01,Letter,Genesis Pipeline Canada Ltd.,190726.1,7/26/2019,7/26/2019,7/26/2019,10/26/2019,,No,,,,,C00712
OF-Fac-Oil-G062-2018-01 01,MO-034-2019,Genesis Pipeline Canada Ltd.,190726.1,7/26/2019,7/26/2019,7/26/2019,,,No,,,,,C00712
OF-Fac-PipeGen-T211 04,Letter,TransCanada PipeLines Limited,,7/26/2019,7/26/2019,7/26/2019,,,No,,,,,C00696
OF-Fac-PipeGen-T211 04,Letter,TransCanada PipeLines Limited,,7/26/2019,7/26/2019,7/26/2019,,,No,,,,,C00715
OF-Fac-Gas-P773-2019-01 01,MO-035-2019,Pine Cliff Energy Ltd.,,7/26/2019,7/26/2019,7/26/2019,7/26/2022,,No,,,,,C00708
OF-EI-Oil-ST-K102 01,ROE-200-2019,Kennedy Oil & Gas Ltd.,190726.3,7/26/2019,7/26/2019,7/27/2019,12/31/2020,,No,,,,,C00717
OF-EI-Gas-PB-ST-K102 01,EPR-084-2019,Kennedy Oil & Gas Ltd.,190726.2,7/26/2019,7/26/2019,7/27/2019,12/31/2019,,No,,,,,C00710
OF-EI-Gas-PB-ST-K102 01,EBU-067-2019,Kennedy Oil & Gas Ltd.,190726.2,7/26/2019,7/26/2019,7/27/2019,12/31/2019,,No,,,,,C00710
OF-EI-Elec-N737-2018-02 01,Letter,NS Power Energy Marketing Incorporated,190725.1,7/25/2019,7/25/2019,7/25/2019,,,No,,,,,C00671
OF-EI-Gas-GOL-E252 01,GOL-005-2019,"EDF Trading North America, LLC",190724.1,7/24/2019,7/24/2019,8/2/2019,8/1/2020,,No,,,,,C00662
OF-AF-ACE 01,Letter,National Energy Board,,7/24/2019,7/24/2019,7/24/2019,7/31/2019,,No,,,,,C00656
OF-Fac-Oil-W170-2018-01 01,Letter,Enbridge Pipelines Inc.,,7/23/2019,7/24/2019,7/24/2019,,,No,,,,,C00659
OF-Tolls-Group1-K077-FinAud 02,Letter,Kinder Morgan Cochin ULC,190724.2,7/24/2019,7/24/2019,7/24/2019,,,No,,,,,C00658
OF-EI-Oil-ST-M741 01,ROE-199-2019,Mabanaft Energy Trading Inc.,190724.3,7/24/2019,7/24/2019,7/24/2019,12/31/2019,,No,,,,,C00660
OF-Fac-Oil-W170-2018-01 01,AO-001-MO-014-2019,"Enbridge Pipelines Inc., Westover Express Pipeline Limited",,7/23/2019,7/23/2019,7/23/2019,9/30/2019,,No,,,,,C00659
OF-EI-Gas-PB-ST-O118 01,EBU-066-2019,"ONEOK Hydrocarbon, L.P.",190723.2,7/23/2019,7/23/2019,7/24/2019,12/31/2019,,No,,,,,C00636
OF-Fac-Oil-L393-2019-01 01,Letter,LBX Pipeline Ltd.,190723.1,7/23/2019,7/23/2019,7/23/2019,,,No,,,,,C00637
OF-Fac-Gas-N081-2019-09 01,Letter,NOVA Gas Transmission Ltd.,190722.7,7/22/2019,7/23/2019,7/23/2019,,,No,,,,,C00629
OF-Fac-Gas-N081-2018-16 01,Letter,NOVA Gas Transmission Ltd.,190722.1,7/22/2019,7/22/2019,7/22/2019,,,No,,,,,"C00611, C00612"
OF-Fac-IPL-B215-Leg 01,Letter,British Columbia Hydro and Power Authority,,7/22/2019,7/22/2019,7/22/2019,,,No,,,,,
OF-EI-Oil-ST-Z064 01,ROE-194-2019,"ZD Trading, LLC",190722.2,7/22/2019,7/22/2019,7/22/2019,12/31/2019,,No,,,,,C00613
OF-EI-Oil-ST-W174 01,ROE-195-2019,"Walnut Ridge Enterprises, LLC",190722.3,7/22/2019,7/22/2019,7/22/2019,12/31/2019,,No,,,,,C00614
OF-EI-Oil-ST-R740 01,ROE-196-2019,"Row Hop Farms, LLC",190722.4,7/22/2019,7/22/2019,7/22/2019,12/31/2019,,No,,,,,C00615
OF-EI-Oil-ST-J712 01,ROE-197-2019,"JLynn Commodities, LLC",190722.5,7/22/2019,7/22/2019,7/22/2019,12/31/2019,,No,,,,,C00624
OF-EI-Oil-ST-J713 01,ROE-198-2019,"JFM Arbitrage, LLC",190722.6,7/22/2019,7/22/2019,7/22/2019,12/31/2019,,No,,,,,C00625
OF-Fac-Gas-W102-2015-12 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190719.2,7/19/2019,7/19/2019,7/19/2019,,,No,,,,,C00589
OF-Fac-Oil-T260-2013-03 59,AO-001-XO-T260-007-2016,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 59,AO-002-XO-T260-008-2016,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 59,AO-002-XO-T260-009-2016,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 59,AO-002-XO-T260-010-2016,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 59,AO-001-MO-015-2016,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 60,Letter,Trans Mountain Pipeline ULC,,7/19/2019,7/19/2019,7/19/2019,,,No,,,,,C00593
OF-Fac-Oil-T260-2013-03 60,Letter,Trans Mountain Pipeline ULC,,7/17/2019,7/19/2019,7/19/2019,,,No,,,,,C00594
OF-Fac-Oil-T260-2013-03 60,Letter,Trans Mountain Pipeline ULC,,7/19/2019,7/19/2019,7/19/2019,,,No,,,,,C00600
OF-EI-Oil-ST-F163 01,ROE-191-2019,"FernG Trading, LLC",190719.4,7/19/2019,7/19/2019,7/20/2019,12/31/2019,,No,,,,,C00586
OF-EI-Oil-ST-P797 01,ROE-192-2019,"Proveho, LLC",190719.5,7/19/2019,7/19/2019,7/22/2019,12/31/2019,,No,,,,,C00590
OF-EI-Oil-ST-B284 01,ROE-193-2019,"Barnaul Trading, LLC",190719.6,7/19/2019,7/19/2019,7/22/2019,12/31/2019,,No,,,,,C00592
OF-Fac-Oil-T260-2013-03 63,Letter,Trans Mountain Pipeline ULC,,7/19/2019,7/19/2019,7/19/2019,,,No,,,,,C00593
OF-EI-Gas-GO-P105 01,GO-091-2019,Portland General Electric Company,190718.2,7/18/2019,7/18/2019,11/1/2019,10/31/2021,,No,,,,,C00560
OF-EI-Gas-GO-P105 01,GO-092-2019,Portland General Electric Company,190718.3,7/18/2019,7/18/2019,7/18/2019,7/17/2021,,No,,,,,C00561
OF-Tolls-Group1-N081-QSR-2018 01,Letter,NOVA Gas Transmission Ltd.,190718.1,7/18/2019,7/18/2019,7/18/2019,,,No,,,,,C00572
OF-Fac-Gas-M182-2019-02 01,Letter,Many Islands Pipe Lines (Canada) Limited,190717.1,7/18/2019,7/18/2019,7/18/2019,,,No,,,,,C00552
OF-EI-Gas-GO-J238 01,GO-089-2019,"Just Energy Ontario L.P. by and through 
t's general partnerJust Energy Corp.",,7/16/2019,7/17/2019,8/3/2019,8/2/2021,,No,, ,,,C00527
OF-EI-Gas-GO-J238 01,GO-090-2019,"Just Energy Ontario L.P. by and through 
t's general partnerJust Energy Corp.",,7/16/2019,7/17/2019,11/1/2019,10/31/2021,,No,,,,,C00527
OF-Tolls-Group1-A159-TFGen 01,Letter,Alliance Pipeline Ltd.,190717.3,7/17/2019,7/17/2019,7/17/2019,,,No,,,,,C00529
OF-Fac-Gas-N081-2018-19 01,Letter,NOVA Gas Transmission Ltd.,,7/16/2019,7/17/2019,7/17/2019,,,No,,,,,"C00535, C00538"
OF-Surv-Inc-2013 139,Letter,NOVA Gas Transmission Ltd.,,7/15/2019,7/15/2019,7/15/2019,,,No,,,,,
OF-EI-Gas-GO-J703 01,GO-087-2019,Just Energy New York Corp.,190712.2,7/12/2019,7/12/2019,8/5/2019,8/4/2021,,No,,,,,C00454
OF-EI-Gas-GO-J703 01,GO-088-2019,Just Energy New York Corp.,190712.2,7/12/2019,7/12/2019,8/5/2019,8/4/2021,,No,,,,,C00454
OF-Fac-Gas-N081-2017-07 01,GPSO-N081-016-2019,NOVA Gas Transmission Ltd.,190712.3,7/12/2019,7/12/2019,7/12/2019,,,No,,,,,C00456
OF-Fac-Oil-E101-2018-01 01,MO-026-2019,Enbridge Pipelines Inc.,,7/12/2019,7/12/2019,7/12/2019,7/4/2022,,No,,,,,C00469
OF-EI-Gas-GOL-E295 01,GOL-004-2019,Enbridge Pipelines Inc.,190712.1,7/12/2019,7/12/2019,11/1/2019,11/1/2020,,No,,,,,C00453
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,7/12/2019,7/12/2019,7/12/2019,,,No,,,,,C00461
OF-EI-Gas-GO-O111 01,GO-085-2019,"Oxy Energy Canada, Inc.",190711.1,7/11/2019,7/11/2019,9/23/2019,9/22/2021,,No,,,,,C00436
OF-EI-Gas-GO-O111 01,GO-086-2019,"Oxy Energy Canada, Inc.",190711.1,7/11/2019,7/11/2019,9/23/2019,9/22/2021,,No,,,,,C00436
OF-Surv-Gen-DIO 01,Letter,National Energy Board,,7/10/2019,7/10/2019,7/10/2019,,,No,,,,,
OF-Fac-IPL-M180-2015-01 02,Letter,"Manitoba Hydro-Electric Board - 
RÇgie de l'hydro-ÇlectricitÇ du Manitoba",190710.3,7/10/2019,7/10/2019,7/10/2019,,,No,,,,,C00419
OF-Fac-Gas-N081-2018-04 01,AO-002-XG-N081-024-2018,NOVA Gas Transmission Ltd.,190710.2,7/10/2019,7/10/2019,7/10/2019,,,No,,,,,C00418
OF-EI-Gas-GL-P739-2018-01 01,GL-342,Petrogas Energy Corp.,,4/30/2019,7/9/2019,6/22/2019,6/22/2044,,Yes,5/9/2019,5/13/2019,2019-931,6/22/2019,C00398
Ad-GA-ActsLeg-Fed-MOD-Imp 04,Letter,National Energy Board,190704.3,7/9/2019,7/9/2019,7/9/2019,,,No,,,,,
Ad-GA-PUB-IA 01,Letter,National Energy Board,190705.1,7/8/2019,7/8/2019,7/8/2019,,,No,,,,,
OF-Fac-Gas-N081-2013-10 03,Letter,NOVA Gas Transmission Ltd.,190705.2,7/6/2019,7/8/2019,7/8/2019,,,No,,,,,C00374
OF-Fac-Gas-T211-2019-01 01,XG-T211-017-2019,TransCanada PipeLines Limited,190704.1,7/8/2019,7/8/2019,7/8/2019,7/8/2022,,No,,,,,C00386
OF-Fac-Oil-T260-2013-03 60,Letter,Trans Mountain Pipeline ULC,,7/8/2019,7/8/2019,7/8/2019,,,No,,,,,
OF-Surv-OpAud-W102-2019-2020 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190708.1,7/8/2019,7/8/2019,7/8/2019,,,No,,,,,
OF-Tolls-Group1-N081-2019-01 01,Letter,NOVA Gas Transmission Ltd.,,7/5/2019,7/5/2019,7/5/2019,,,No,,,,,C00349
OF-Fac-Gas-W102-2014-01 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,7/4/2019,7/4/2019,7/4/2019,,,No,,,,,C00291
OF-Fac-Oil-E101-2018-01 01,XO-E101-007-2019,Enbridge Pipelines Inc.,,7/4/2019,7/4/2019,7/4/2019,,7/4/2022,No,,,,,C00469
OF-Fac-IPL-B215-Leg 01,Letter,British Columbia Hydro and Power Authority,190704.2,7/4/2019,7/4/2019,7/4/2019,,,No,,,,,
OF-Surv-Gen 11,MO-032-2019,Multi Client,,6/27/2019,7/3/2019,7/3/2019,,,No,,,,,C00252
OF-Surv-Gen 11,Letter,Multi Client,,6/27/2019,7/3/2019,7/3/2019,,,No,,,,,
OF-EI-Gas-LNG-E273 01,GO-084-2019,Enviro Express Inc.,190703.1,7/3/2019,7/3/2019,8/1/2019,8/31/2020,,No,,,,,C00255
OF-Tolls-Group1-N081-2019-01 01,Letter,NOVA Gas Transmission Ltd.,,7/3/2019,7/3/2019,7/3/2019,,,No,,,,,C00270
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,7/3/2019,7/3/2019,7/3/2019,,,No,,,,,C00253
OF-Surv-Gen-DIO 01,Letter,National Energy Board,190702.2,7/2/2019,7/2/2019,7/2/2019,,,No,,,,,
OF-EI-Gas-GO-Z053 01,GO-082-2019,"2001 RBCP Canadian GP Limited, 
as general partner of RBC Energy Services LP",190702.3,7/2/2019,7/2/2019,7/12/2019,7/11/2021,,No,,,,,C00228
OF-EI-Gas-GO-Z053 01,GO-083-2019,"2001 RBCP Canadian GP Limited, 
as general partner of RBC Energy Services LP",190702.3,7/2/2019,7/2/2019,7/12/2019,7/11/2021,,No,,,,,C00228
OF-EI-Elec-P795-2019-01 01,EPE-447,Precept Power LLC,190702.1,7/2/2019,7/2/2019,7/2/2019,7/1/2029,,No,,,,,C00237
OF-Fac-Gas-N081-2013-10 02,GPSO-N081-015-2019,NOVA Gas Transmission Ltd.,190628.2,6/28/2019,6/28/2019,6/28/2019,,,No,,,,,C00196
OF-EI-Gas-GL-C577-2019-01 01,Letter,Chevron Canada Limited,,6/25/2019,6/28/2019,6/28/2019,,,No,,,,,C00210
OF-Fac-Oil-T309-2019-01 01,Letter,TEML Westspur Pipelines Limited,190627.3,6/28/2019,6/28/2019,6/28/2019,,,No,,,,,C00203
OF-Fac-Oil-T309-2019-01 01,MO-031-2019,TEML Westspur Pipelines Limited,190627.3,6/28/2019,6/28/2019,6/28/2019,,,No,,,,,C00203
OF-Tolls-Group1-E101-2019-01 01,MO-030-2019,Enbridge Pipelines Inc.,190627.2,6/28/2019,6/28/2019,6/28/2019,12/31/2019,,No,,,,,C00215
OF-Fac-Oil-T260-2013-03 61,Letter,Trans Mountain Pipeline ULC,,6/28/2019,6/28/2019,6/28/2019,,,No,,,,,C00211
OF-Fac-Gas-N081-2017-22 01,Letter,NOVA Gas Transmission Ltd.,190627.1,6/27/2019,6/27/2019,6/27/2019,,,No,,,,,C00174
OF-Fac-Gas-C1002-2018-02 01,MO-029-2019,"Cona Resources Ltd., Prospera Energy Inc.",190626.2,6/26/2019,6/27/2019,6/26/2019,9/25/2019,,No,,,,,"C00167, C00773"
OF-Tolls-Group1-T260-2019-03 01,TO-004-2019,Trans Mountain Pipeline ULC,,6/27/2019,6/27/2019,7/1/2019,,,No,,,,,C00178
OF-Tolls-Group2-Z061-TFGen 01,TGI-003-2019,"2133151 Alberta Ltd., for and on behalf of 
Suffield Processing Limited Partnership",,6/27/2019,6/27/2019,7/1/2019,,,No,,,,,C00172
OF-Fac-Oil-L393-2019-01 01,Letter,LBX Pipeline Ltd.,190627.4,6/27/2019,6/27/2019,6/27/2019,,,No,,,,,"C00177, C00516"
OF-Surv-Gen-T217 01,Letter,Trans-Northern Pipelines Inc.,,6/26/2019,6/26/2019,6/26/2019,,,No,,,,,
OF-Surv-OpAud-P749-2016-2017 01,Letter,Pembina Energy Services Inc.,190626.5,6/26/2019,6/26/2019,6/26/2019,,,No,,,,,
OF-Fac-Oil-E101-2014-11 03,Letter,Enbridge Pipelines Inc.,,6/26/2019,6/26/2019,6/26/2019,,,No,,,,,C00144
OF-Fac-Gas-N081-2017-06 01,GPSO-N081-014-2019,NOVA Gas Transmission Ltd.,190626.1,6/26/2019,6/26/2019,6/26/2019,,,No,,,,,C00147
OF-Fac-Gas-N081-2017-10 01,GPSO-N081-013-2019,NOVA Gas Transmission Ltd.,190626.1,6/26/2019,6/26/2019,6/26/2019,,,No,,,,,C00146
OF-Fac-Gas-W102-2018-02 01,RO-XG-W005-022-2001,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W102-004-2008,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W5-32-97,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W005-35-2004,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W102-003-2013,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W5-39-97,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W5-47-98,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W005-034-2005,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-8-90,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-MO-012-2011,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W5-81-94,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-xg-26-88,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-xg-w005-019-2005,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-MO-128-2014,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W102-08-2010,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-MO-027-2012,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W005-024-2004,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W5-28-93,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
OF-Fac-Gas-W102-2018-02 01,RO-XG-W005-037-2001,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,6/14/2019,6/26/2019,6/26/2019,,,No,,,,,C00153
